question,label
전북 순창 김밥 볶음 먹거리 가면 좋겠다,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O O
혹시 의령 참치찌개 먹거리 안 맛있겠지,O S-LOCATION S-RESTAURANT O O O
양양 참치전 맛집 없을까,S-LOCATION S-RESTAURANT O O
화천 김치전 맛집 필요해,S-LOCATION S-RESTAURANT O O
오늘 청송 물회 맛집 가볼까,S-DATE S-LOCATION S-RESTAURANT O O
구례 파전 볶음 맛집 챙길까 말까,S-LOCATION B-RESTAURANT E-RESTAURANT O O O
무주 맛집 궁금한데 알려주겠니,S-LOCATION O O O
진안 혹시 볶음 맛집 어디지,S-LOCATION O S-RESTAURANT O O
막걸리 핫한 양구 맛집 어딜까요,S-RESTAURANT O S-LOCATION O O
막걸리 핫한 군위 맛집 어딜까,S-RESTAURANT O S-LOCATION O O
장수 가는데 뭐 먹어볼까,S-LOCATION O O O
영양 오징어 숙회 맛집 알려주겠니,S-LOCATION B-RESTAURANT E-RESTAURANT O O
울릉 베이컨 맛집 정보 알려주세요,S-LOCATION S-RESTAURANT O O O
혹시 그 때 종로구 맛집 어떨까,O O O S-LOCATION O O
그 때 관악구 맛집 좋겠지,O O S-LOCATION O O
서초구 베이컨 맛집 어떨 것 같은데,S-LOCATION S-RESTAURANT O O O O
강동구 맛집 어떨까요,S-LOCATION O O
도봉구 목살 맛집 어때요,S-LOCATION S-RESTAURANT O O
중랑구 산 낙지 맛있는 곳 추천,S-LOCATION B-RESTAURANT E-RESTAURANT O O O
광진구 오징어 튀김 맛집,S-LOCATION B-RESTAURANT E-RESTAURANT O
전주 비빔밥 맛집 없을까,S-LOCATION S-RESTAURANT O O
전주 상추튀김 맛집 없을까,S-LOCATION S-RESTAURANT O O
서울 마포구 맛집 어딜까요,B-LOCATION E-LOCATION O O
서울 영등포구 맛집 어딜까요,B-LOCATION E-LOCATION O O
홍대 담백한 맛집 추천해줘,S-LOCATION O O O
서울 성동구 맛집 추천해줘,B-LOCATION E-LOCATION O O
서울 송파구 맛집 필요해,B-LOCATION E-LOCATION O O
서울 서초구 맛집 어딜까,B-LOCATION E-LOCATION O O
막창 어디지 배고파,S-RESTAURANT O O
망원동 가는데 배고파,S-LOCATION O O
갈비탕 맛집 어디지,S-RESTAURANT O O
설렁탕 어디인지 배고프네,S-RESTAURANT O O
부산 회 맛집 궁금해,S-LOCATION S-RESTAURANT O O
함흥 냉면 맛집 궁금해,S-LOCATION S-RESTAURANT O O
파전 맛집 알려줄래,S-RESTAURANT O O
부추전 맛집 필요해,S-RESTAURANT O O
감자탕 맛집 궁금해,S-RESTAURANT O O
이태원 맛집 궁금해,S-LOCATION O O
순대국밥 핫한 맛집 어때,S-RESTAURANT O O O
스파게티 핫한 먹어 어디인지,S-RESTAURANT O O O
핫한 치킨 먹어 어디인지,O S-RESTAURANT O O
마라도 자장면 레스토랑 궁금해,S-LOCATION S-RESTAURANT O O
유성구 핫한 빵 레스토랑 알려주세요,S-LOCATION O S-RESTAURANT O O
육회 비빔밥 레스토랑 어디인지,S-RESTAURANT S-RESTAURANT O O
비빔국수 핫한 레스토랑 어디인지,S-RESTAURANT O O O
수제피자 레스토랑 궁금해,S-RESTAURANT O O
수제햄버거 레스토랑 굼금해,S-RESTAURANT O O
탕수육 핫한 레스토랑 궁금해요,S-RESTAURANT O O O
내일 계룡 가는데 배고파,S-DATE S-LOCATION O O
내일 청주 가는데 레스토랑 궁긍해,S-DATE S-LOCATION O O O
상당구 있는 레스토랑 어디인지,S-LOCATION O O O
서대문구 가는데 담백한 레스토랑 어디인지,S-LOCATION O O O O
칼국수 레스토랑 궁금해,S-RESTAURANT O O
커피 레스토랑 어디인지,S-RESTAURANT O O
마포구 담백한 레스토랑 어디인지,S-LOCATION O O O
동작구 담백한 레스토랑 궁금해,S-LOCATION O O O
팥죽 인스타 요리 어디인지,S-RESTAURANT O O O
담백한 스파게티 인스타 요리 어디였지,O S-RESTAURANT O O O
담백한 돼지국밥 인스타 요리 궁금해,O S-RESTAURANT O O O
전복구이 인스타 요리 어디였지,S-RESTAURANT O O O
을왕리 가는데 뭐 먹을까,S-LOCATION O O O
담백한 오리고기 인스타 요리 어디였지,O S-RESTAURANT O O O
동대문구 요리 어디였지,S-LOCATION O O
신촌 요리 필요해,S-LOCATION O O
팥빙수 요리 어디였지,S-RESTAURANT O O
떡볶이 요리 궁금해,S-RESTAURANT O O
도봉구 주변 요리 어디였지,S-LOCATION O O O
성수동 주변 요리 궁금해,S-LOCATION O O O
노원구 주변 요리 알려주세요,S-LOCATION O O O
금천구 주변 요리 어디였지,S-LOCATION O O O
삼계탕 요리 어디였지,S-RESTAURANT O O
구로구 주변 요리 어디였지,S-LOCATION O O O
광진구 주변 요리 어디였지,S-LOCATION O O O
관악구 주변 요리 어디였지,S-LOCATION O O O
타코 요리 알려줘,S-RESTAURANT O O
와플 뭐 먹을지 모르겠어,S-RESTAURANT O O O
카레 요리 알려줘,S-RESTAURANT O O
돌솥밥 잘하는 곳 말려줘,S-RESTAURANT O O O
추어탕 잘하는 곳 알려주세요,S-RESTAURANT O O O
역삼동 가는데 요리 알려줘,S-LOCATION O O O
대치동 잘하는 곳 궁금해,S-LOCATION O O O
청담동 잘하는 곳 알려줘,S-LOCATION O O O
도곡동 가는데 화제 곳 알려줘,S-LOCATION O O O O
신사동 잘하는 곳 궁금해요,S-LOCATION O O O
압구정동 요리 알려주세요,S-LOCATION O O
서교동 요리 궁금해,S-LOCATION O O
아현동 잘하는 곳 알려줘,S-LOCATION O O O
강서구 뭐 먹어야해,S-LOCATION O O
신수동 주변 요리 알려줘,S-LOCATION O O O
닭갈비 화제 요리 알려줘,S-RESTAURANT O O O
망원동 백숙 요리 알려줘,S-LOCATION S-RESTAURANT O O
합정동 찜닭 요리 알려줘,S-LOCATION S-RESTAURANT O O
영등포구 주변 요리 알려줘,S-LOCATION O O O
강북구 주변 요리 알려줘,S-LOCATION O O O
수제 파스타 요리 궁금해,B-RESTAURANT E-RESTAURANT O O
숯불갈비 요리 알려줘,S-RESTAURANT O O
바베큐 요리 알려줘,S-RESTAURANT O O
화덕구이 요리 궁금해요,S-RESTAURANT O O
부대찌개 요리 궁금해요,S-RESTAURANT O O
김치돼지찜 요리 궁금해,S-RESTAURANT O O
고로케 요리 궁금해,S-RESTAURANT O O
수제비 요리 알려줘,S-RESTAURANT O O
비빔국수 요리 알려줘,S-RESTAURANT O O
육개장 요리 갈까,S-RESTAURANT O O
강동 주변 요리 갈까,S-LOCATION O O O
이대 주변 요리 있을까,S-LOCATION O O O
노량진 주변 요리 알려줘,S-LOCATION O O O
강남 주변 요리 알려줘,S-LOCATION O O O
목포 주변 요리 갈까,S-LOCATION O O O
춘천 주변 요리 알려줘,S-LOCATION O O O
시흥 주변 요리 알려줘,S-LOCATION O O O
안산 맛집 알려줘,S-LOCATION O O
속초 뭐 먹을까,S-LOCATION O O
청주 맛집 갈까,S-LOCATION O O
부산 뭐 먹을까,S-LOCATION O O
강릉 주변 맛집 가볼까,S-LOCATION O O O
전주 맛집 궁금해,S-LOCATION O O
수원 주변 맛집 궁금해,S-LOCATION O O O
용인 주변 맛집 알려줘,S-LOCATION O O O
제주 서귀포 주변 뭐 먹을까,B-LOCATION E-LOCATION O O O
강원도 평택 주변 맛집 궁금해,B-LOCATION E-LOCATION O O O
해장국 화제 맛집 알려줘,S-RESTAURANT O O O
유부전골 잘하는 곳 알려줘,S-RESTAURANT O O O
족발 잘하는 곳 알려줘,S-RESTAURANT O O O
파주 담백한 족발 맛집 알려줘,S-LOCATION O O O O
대구탕 화제 맛집 알려줘,S-RESTAURANT O O O
복어탕 화제 맛집 어딘데,S-RESTAURANT O O O
쭈꾸미 화제 맛집 어딘데,S-RESTAURANT O O O
홍어 화제 맛집 알려줘,S-RESTAURANT O O O
갈비찜 잘하는 곳 추천해줘,S-RESTAURANT O O O
잡채 잘하는 곳 추천해줘,S-RESTAURANT O O O
북어 군침 맛집 추천해줘,S-RESTAURANT O O O
만두 군침 맛집 추천해줘,S-RESTAURANT O O O
굴 군침 맛집 추천해줘,S-RESTAURANT O O O
녹차 먹고싶은데 어디서 먹어,S-RESTAURANT O O O
광명 왔는데 여기 맛집 있을까,S-LOCATION O O O O
인천 왔는데 담백한 맛집 알려줘,S-LOCATION O O O O
대전 담백한 주변 맛집 알려줘,S-LOCATION O O O O
울산 왔는데 주변 맛집 어딘데,S-LOCATION O O O O
광주 왔거든 담백한 맛집 알려줘,S-LOCATION O O O O
대구 왔는데 맛집 알려줘,S-LOCATION O O O
부산 왔다 맛집 있을까,S-LOCATION O O O
인천 짭짤한 맛집 알려줘,S-LOCATION O O O
닭강정 잘하는 집 알려줘,S-RESTAURANT O O O
순대 잘하는 집 어딘데,S-RESTAURANT O O O
콩나물국밥 잘하는 집 알려줘,S-RESTAURANT O O O
닭볶음탕 잘하는 집 알려줘,S-RESTAURANT O O O
초밥 유명한 맛집 어딘데,S-RESTAURANT O O O
시래깃국 유명한 곳 추천해줘,S-RESTAURANT O O O
아귀찜 유명한 곳 말해줘,S-RESTAURANT O O O
서울 왔는데 여기서 맛집 소개해줘,S-LOCATION O O O O
여기 뭐 먹을까,O O O
