question,label
대연평도 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
생일도 황사 알려주세요,S-LOCATION O O
원산도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안도 오늘 황사 어때,S-LOCATION S-DATE O O
오늘 죽도 미세먼지 어때,S-DATE S-LOCATION O O
외도 가는데 미세먼지 어때,S-LOCATION O O O
가덕도 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
석모도 황사 궁금해요,S-LOCATION O O
신의도 오늘 황사 알려줄래,S-LOCATION S-DATE O O
사랑도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
팔금도 오늘 미세먼지 궁금해,S-LOCATION S-DATE O O
외나로도 황사 알려줘,S-LOCATION O O
우도 황사 알려줘,S-LOCATION O O
선유도 오늘 미세먼지 어때,S-LOCATION S-DATE O O
영흥도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
중도 오늘 황사 알려줘,S-LOCATION S-DATE O O
도초도 황사 어때,S-LOCATION O O
거제도 황사 알려줄래,S-LOCATION O O
금오도 황사 궁금해요,S-LOCATION O O
자은도 황사 알려주세요,S-LOCATION O O
가거도 황사 어때요,S-LOCATION O O
청산도 가려는데 오늘 황사 궁금해요,S-LOCATION O S-DATE O O
보길도 가는데 미세먼지 알려줘,S-LOCATION O O O
거문도 가려는데 오늘 황사 어때요,S-LOCATION O S-DATE O O
흑산도 가려는데 오늘 미세먼지 알려줘,S-LOCATION O S-DATE O O
백령도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안면도 황사 오늘 어때,S-LOCATION O S-DATE O
강화도 가려는데 오늘 미세먼지 궁금해요,S-LOCATION O S-DATE O O
대부도 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
독도 가려는데 황사 알려줄래,S-LOCATION O O O
울릉도 가는데 황사 알려줘,S-LOCATION O O O
부평구 가려는데 미세먼지 알려줘,S-LOCATION O O O
방배동 오늘 황사 알려줘,S-LOCATION S-DATE O O
상암동 황사 알려줄래,S-LOCATION O O
논현동 황사좀 알려줘,S-LOCATION O O
삼성동 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
개봉동 가는데 황사 어때,S-LOCATION O O O
신수동 가는데 미세먼지 알려줘,S-LOCATION O O O
잠실 가려는데 근처 황사 알려줘,S-LOCATION O O O O
가락동 가는데 황사 알려줘,S-LOCATION O O O
서울 종로 오늘 미세먼지 알려줘,B-LOCATION E-LOCATION S-DATE O O
월계동 미세먼지 궁금해요,S-LOCATION O O
여의도 가는데 오늘 미세먼지 어때요,S-LOCATION O S-DATE O O
문정동 가는데 황사 어떤가요,S-LOCATION O O O
대포동 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
경주 가는데 오늘 미세먼지 어때,S-LOCATION O S-DATE O O
